route_id,city,bus_stop,ridership,timing
204,Hyderabad,Gachibowli,356,2025-09-08 07:30:00
204,Hyderabad,Gachibowli,265,2025-09-08 09:00:00
204,Hyderabad,Gachibowli,238,2025-09-08 12:00:00
204,Hyderabad,Gachibowli,353,2025-09-08 18:00:00
204,Hyderabad,Gachibowli,140,2025-09-08 21:00:00
204,Hyderabad,HiTech City,372,2025-09-08 07:30:00
204,Hyderabad,HiTech City,343,2025-09-08 09:00:00
204,Hyderabad,HiTech City,222,2025-09-08 12:00:00
204,Hyderabad,HiTech City,378,2025-09-08 18:00:00
204,Hyderabad,HiTech City,124,2025-09-08 21:00:00
204,Hyderabad,Secunderabad,351,2025-09-08 07:30:00
204,Hyderabad,Secunderabad,262,2025-09-08 09:00:00
204,Hyderabad,Secunderabad,193,2025-09-08 12:00:00
204,Hyderabad,Secunderabad,357,2025-09-08 18:00:00
204,Hyderabad,Secunderabad,134,2025-09-08 21:00:00
204,Hyderabad,Madhapur,322,2025-09-08 07:30:00
204,Hyderabad,Madhapur,218,2025-09-08 09:00:00
204,Hyderabad,Madhapur,171,2025-09-08 12:00:00
204,Hyderabad,Madhapur,366,2025-09-08 18:00:00
204,Hyderabad,Madhapur,144,2025-09-08 21:00:00
204,Hyderabad,LB Nagar,268,2025-09-08 07:30:00
204,Hyderabad,LB Nagar,405,2025-09-08 09:00:00
204,Hyderabad,LB Nagar,160,2025-09-08 12:00:00
204,Hyderabad,LB Nagar,422,2025-09-08 18:00:00
204,Hyderabad,LB Nagar,150,2025-09-08 21:00:00
205,Chennai,T Nagar,291,2025-09-08 07:30:00
205,Chennai,T Nagar,435,2025-09-08 09:00:00
205,Chennai,T Nagar,149,2025-09-08 12:00:00
205,Chennai,T Nagar,419,2025-09-08 18:00:00
205,Chennai,T Nagar,165,2025-09-08 21:00:00
205,Chennai,Velachery,290,2025-09-08 07:30:00
205,Chennai,Velachery,412,2025-09-08 09:00:00
205,Chennai,Velachery,181,2025-09-08 12:00:00
205,Chennai,Velachery,378,2025-09-08 18:00:00
205,Chennai,Velachery,146,2025-09-08 21:00:00
205,Chennai,Guindy,322,2025-09-08 07:30:00
205,Chennai,Guindy,378,2025-09-08 09:00:00
205,Chennai,Guindy,217,2025-09-08 12:00:00
205,Chennai,Guindy,246,2025-09-08 18:00:00
205,Chennai,Guindy,172,2025-09-08 21:00:00
205,Chennai,Adyar,231,2025-09-08 07:30:00
205,Chennai,Adyar,391,2025-09-08 09:00:00
205,Chennai,Adyar,228,2025-09-08 12:00:00
205,Chennai,Adyar,289,2025-09-08 18:00:00
205,Chennai,Adyar,129,2025-09-08 21:00:00
205,Chennai,Tambaram,264,2025-09-08 07:30:00
205,Chennai,Tambaram,317,2025-09-08 09:00:00
205,Chennai,Tambaram,179,2025-09-08 12:00:00
205,Chennai,Tambaram,410,2025-09-08 18:00:00
205,Chennai,Tambaram,173,2025-09-08 21:00:00
206,Pune,Shivajinagar,412,2025-09-08 07:30:00
206,Pune,Shivajinagar,296,2025-09-08 09:00:00
206,Pune,Shivajinagar,182,2025-09-08 12:00:00
206,Pune,Shivajinagar,250,2025-09-08 18:00:00
206,Pune,Shivajinagar,119,2025-09-08 21:00:00
206,Pune,Hinjewadi,387,2025-09-08 07:30:00
206,Pune,Hinjewadi,425,2025-09-08 09:00:00
206,Pune,Hinjewadi,147,2025-09-08 12:00:00
206,Pune,Hinjewadi,321,2025-09-08 18:00:00
206,Pune,Hinjewadi,139,2025-09-08 21:00:00
206,Pune,Kothrud,346,2025-09-08 07:30:00
206,Pune,Kothrud,281,2025-09-08 09:00:00
206,Pune,Kothrud,204,2025-09-08 12:00:00
206,Pune,Kothrud,329,2025-09-08 18:00:00
206,Pune,Kothrud,139,2025-09-08 21:00:00
206,Pune,Pimpri,362,2025-09-08 07:30:00
206,Pune,Pimpri,330,2025-09-08 09:00:00
206,Pune,Pimpri,175,2025-09-08 12:00:00
206,Pune,Pimpri,352,2025-09-08 18:00:00
206,Pune,Pimpri,137,2025-09-08 21:00:00
206,Pune,Wakad,308,2025-09-08 07:30:00
206,Pune,Wakad,314,2025-09-08 09:00:00
206,Pune,Wakad,244,2025-09-08 12:00:00
206,Pune,Wakad,396,2025-09-08 18:00:00
206,Pune,Wakad,132,2025-09-08 21:00:00
207,Kolkata,Howrah,371,2025-09-08 07:30:00
207,Kolkata,Howrah,310,2025-09-08 09:00:00
207,Kolkata,Howrah,230,2025-09-08 12:00:00
207,Kolkata,Howrah,383,2025-09-08 18:00:00
207,Kolkata,Howrah,137,2025-09-08 21:00:00
207,Kolkata,Esplanade,356,2025-09-08 07:30:00
207,Kolkata,Esplanade,236,2025-09-08 09:00:00
207,Kolkata,Esplanade,151,2025-09-08 12:00:00
207,Kolkata,Esplanade,282,2025-09-08 18:00:00
207,Kolkata,Esplanade,143,2025-09-08 21:00:00
207,Kolkata,Salt Lake Sector V,432,2025-09-08 07:30:00
207,Kolkata,Salt Lake Sector V,462,2025-09-08 09:00:00
207,Kolkata,Salt Lake Sector V,211,2025-09-08 12:00:00
207,Kolkata,Salt Lake Sector V,392,2025-09-08 18:00:00
207,Kolkata,Salt Lake Sector V,94,2025-09-08 21:00:00
207,Kolkata,Park Street,297,2025-09-08 07:30:00
207,Kolkata,Park Street,283,2025-09-08 09:00:00
207,Kolkata,Park Street,168,2025-09-08 12:00:00
207,Kolkata,Park Street,349,2025-09-08 18:00:00
207,Kolkata,Park Street,128,2025-09-08 21:00:00
207,Kolkata,Dumdum,212,2025-09-08 07:30:00
207,Kolkata,Dumdum,374,2025-09-08 09:00:00
207,Kolkata,Dumdum,153,2025-09-08 12:00:00
207,Kolkata,Dumdum,375,2025-09-08 18:00:00
207,Kolkata,Dumdum,192,2025-09-08 21:00:00
208,Ahmedabad,Bopal,275,2025-09-08 07:30:00
208,Ahmedabad,Bopal,179,2025-09-08 09:00:00
208,Ahmedabad,Bopal,180,2025-09-08 12:00:00
208,Ahmedabad,Bopal,431,2025-09-08 18:00:00
208,Ahmedabad,Bopal,189,2025-09-08 21:00:00
208,Ahmedabad,Maninagar,256,2025-09-08 07:30:00
208,Ahmedabad,Maninagar,359,2025-09-08 09:00:00
208,Ahmedabad,Maninagar,174,2025-09-08 12:00:00
208,Ahmedabad,Maninagar,353,2025-09-08 18:00:00
208,Ahmedabad,Maninagar,206,2025-09-08 21:00:00
208,Ahmedabad,Thaltej,240,2025-09-08 07:30:00
208,Ahmedabad,Thaltej,345,2025-09-08 09:00:00
208,Ahmedabad,Thaltej,205,2025-09-08 12:00:00
208,Ahmedabad,Thaltej,430,2025-09-08 18:00:00
208,Ahmedabad,Thaltej,142,2025-09-08 21:00:00
208,Ahmedabad,Navrangpura,348,2025-09-08 07:30:00
208,Ahmedabad,Navrangpura,306,2025-09-08 09:00:00
208,Ahmedabad,Navrangpura,199,2025-09-08 12:00:00
208,Ahmedabad,Navrangpura,337,2025-09-08 18:00:00
208,Ahmedabad,Navrangpura,155,2025-09-08 21:00:00
208,Ahmedabad,Chandkheda,308,2025-09-08 07:30:00
208,Ahmedabad,Chandkheda,352,2025-09-08 09:00:00
208,Ahmedabad,Chandkheda,188,2025-09-08 12:00:00
208,Ahmedabad,Chandkheda,432,2025-09-08 18:00:00
208,Ahmedabad,Chandkheda,138,2025-09-08 21:00:00
209,Jaipur,Tonk Road,224,2025-09-08 07:30:00
209,Jaipur,Tonk Road,404,2025-09-08 09:00:00
209,Jaipur,Tonk Road,159,2025-09-08 12:00:00
209,Jaipur,Tonk Road,317,2025-09-08 18:00:00
209,Jaipur,Tonk Road,124,2025-09-08 21:00:00
209,Jaipur,Vaishali Nagar,411,2025-09-08 07:30:00
209,Jaipur,Vaishali Nagar,203,2025-09-08 09:00:00
209,Jaipur,Vaishali Nagar,297,2025-09-08 12:00:00
209,Jaipur,Vaishali Nagar,428,2025-09-08 18:00:00
209,Jaipur,Vaishali Nagar,145,2025-09-08 21:00:00
209,Jaipur,MI Road,326,2025-09-08 07:30:00
209,Jaipur,MI Road,346,2025-09-08 09:00:00
209,Jaipur,MI Road,207,2025-09-08 12:00:00
209,Jaipur,MI Road,401,2025-09-08 18:00:00
209,Jaipur,MI Road,154,2025-09-08 21:00:00
209,Jaipur,Mansarovar,335,2025-09-08 07:30:00
209,Jaipur,Mansarovar,318,2025-09-08 09:00:00
209,Jaipur,Mansarovar,184,2025-09-08 12:00:00
209,Jaipur,Mansarovar,347,2025-09-08 18:00:00
209,Jaipur,Mansarovar,168,2025-09-08 21:00:00
209,Jaipur,Adarsh Nagar,365,2025-09-08 07:30:00
209,Jaipur,Adarsh Nagar,155,2025-09-08 09:00:00
209,Jaipur,Adarsh Nagar,212,2025-09-08 12:00:00
209,Jaipur,Adarsh Nagar,372,2025-09-08 18:00:00
209,Jaipur,Adarsh Nagar,139,2025-09-08 21:00:00
210,Lucknow,Hazratganj,306,2025-09-08 07:30:00
210,Lucknow,Hazratganj,396,2025-09-08 09:00:00
210,Lucknow,Hazratganj,222,2025-09-08 12:00:00
210,Lucknow,Hazratganj,309,2025-09-08 18:00:00
210,Lucknow,Hazratganj,150,2025-09-08 21:00:00
210,Lucknow,Gomti Nagar,272,2025-09-08 07:30:00
210,Lucknow,Gomti Nagar,248,2025-09-08 09:00:00
210,Lucknow,Gomti Nagar,168,2025-09-08 12:00:00
210,Lucknow,Gomti Nagar,415,2025-09-08 18:00:00
210,Lucknow,Gomti Nagar,164,2025-09-08 21:00:00
210,Lucknow,Charbagh,360,2025-09-08 07:30:00
210,Lucknow,Charbagh,373,2025-09-08 09:00:00
210,Lucknow,Charbagh,207,2025-09-08 12:00:00
210,Lucknow,Charbagh,318,2025-09-08 18:00:00
210,Lucknow,Charbagh,150,2025-09-08 21:00:00
210,Lucknow,Alambagh,377,2025-09-08 07:30:00
210,Lucknow,Alambagh,374,2025-09-08 09:00:00
210,Lucknow,Alambagh,230,2025-09-08 12:00:00
210,Lucknow,Alambagh,405,2025-09-08 18:00:00
210,Lucknow,Alambagh,148,2025-09-08 21:00:00
210,Lucknow,Indira Nagar,393,2025-09-08 07:30:00
210,Lucknow,Indira Nagar,328,2025-09-08 09:00:00
210,Lucknow,Indira Nagar,159,2025-09-08 12:00:00
210,Lucknow,Indira Nagar,349,2025-09-08 18:00:00
210,Lucknow,Indira Nagar,121,2025-09-08 21:00:00
201,Bengaluru,Silk Board,289,2025-09-09 07:30:00
201,Bengaluru,Silk Board,321,2025-09-09 09:00:00
201,Bengaluru,Silk Board,162,2025-09-09 12:00:00
201,Bengaluru,Silk Board,340,2025-09-09 18:00:00
201,Bengaluru,Silk Board,92,2025-09-09 21:00:00
201,Bengaluru,Marathahalli,342,2025-09-09 07:30:00
201,Bengaluru,Marathahalli,330,2025-09-09 09:00:00
201,Bengaluru,Marathahalli,162,2025-09-09 12:00:00
201,Bengaluru,Marathahalli,402,2025-09-09 18:00:00
201,Bengaluru,Marathahalli,163,2025-09-09 21:00:00
201,Bengaluru,Majestic,234,2025-09-09 07:30:00
201,Bengaluru,Majestic,284,2025-09-09 09:00:00
201,Bengaluru,Majestic,163,2025-09-09 12:00:00
201,Bengaluru,Majestic,299,2025-09-09 18:00:00
201,Bengaluru,Majestic,160,2025-09-09 21:00:00
201,Bengaluru,K R Market,318,2025-09-09 07:30:00
201,Bengaluru,K R Market,314,2025-09-09 09:00:00
201,Bengaluru,K R Market,121,2025-09-09 12:00:00
201,Bengaluru,K R Market,401,2025-09-09 18:00:00
201,Bengaluru,K R Market,108,2025-09-09 21:00:00
201,Bengaluru,Hebbal,333,2025-09-09 07:30:00
201,Bengaluru,Hebbal,346,2025-09-09 09:00:00
201,Bengaluru,Hebbal,236,2025-09-09 12:00:00
201,Bengaluru,Hebbal,275,2025-09-09 18:00:00
201,Bengaluru,Hebbal,63,2025-09-09 21:00:00
202,Mumbai,Andheri West,340,2025-09-09 07:30:00
202,Mumbai,Andheri West,436,2025-09-09 09:00:00
202,Mumbai,Andheri West,232,2025-09-09 12:00:00
202,Mumbai,Andheri West,373,2025-09-09 18:00:00
202,Mumbai,Andheri West,127,2025-09-09 21:00:00
202,Mumbai,Bandra East,377,2025-09-09 07:30:00
202,Mumbai,Bandra East,272,2025-09-09 09:00:00
202,Mumbai,Bandra East,206,2025-09-09 12:00:00
202,Mumbai,Bandra East,392,2025-09-09 18:00:00
202,Mumbai,Bandra East,166,2025-09-09 21:00:00
202,Mumbai,Kurla,493,2025-09-09 07:30:00
202,Mumbai,Kurla,353,2025-09-09 09:00:00
202,Mumbai,Kurla,172,2025-09-09 12:00:00
202,Mumbai,Kurla,358,2025-09-09 18:00:00
202,Mumbai,Kurla,95,2025-09-09 21:00:00
202,Mumbai,Powai,288,2025-09-09 07:30:00
202,Mumbai,Powai,305,2025-09-09 09:00:00
202,Mumbai,Powai,172,2025-09-09 12:00:00
202,Mumbai,Powai,369,2025-09-09 18:00:00
202,Mumbai,Powai,119,2025-09-09 21:00:00
202,Mumbai,Sion,396,2025-09-09 07:30:00
202,Mumbai,Sion,330,2025-09-09 09:00:00
202,Mumbai,Sion,189,2025-09-09 12:00:00
202,Mumbai,Sion,338,2025-09-09 18:00:00
202,Mumbai,Sion,143,2025-09-09 21:00:00
203,Delhi,Kashmiri Gate ISBT,379,2025-09-09 07:30:00
203,Delhi,Kashmiri Gate ISBT,278,2025-09-09 09:00:00
203,Delhi,Kashmiri Gate ISBT,167,2025-09-09 12:00:00
203,Delhi,Kashmiri Gate ISBT,340,2025-09-09 18:00:00
203,Delhi,Kashmiri Gate ISBT,106,2025-09-09 21:00:00
203,Delhi,AIIMS,281,2025-09-09 07:30:00
203,Delhi,AIIMS,301,2025-09-09 09:00:00
203,Delhi,AIIMS,219,2025-09-09 12:00:00
203,Delhi,AIIMS,377,2025-09-09 18:00:00
203,Delhi,AIIMS,144,2025-09-09 21:00:00
203,Delhi,Saket,380,2025-09-09 07:30:00
203,Delhi,Saket,321,2025-09-09 09:00:00
203,Delhi,Saket,203,2025-09-09 12:00:00
203,Delhi,Saket,353,2025-09-09 18:00:00
203,Delhi,Saket,146,2025-09-09 21:00:00
203,Delhi,Karol Bagh,295,2025-09-09 07:30:00
203,Delhi,Karol Bagh,185,2025-09-09 09:00:00
203,Delhi,Karol Bagh,185,2025-09-09 12:00:00
203,Delhi,Karol Bagh,452,2025-09-09 18:00:00
203,Delhi,Karol Bagh,163,2025-09-09 21:00:00
203,Delhi,Dwarka,387,2025-09-09 07:30:00
203,Delhi,Dwarka,403,2025-09-09 09:00:00
203,Delhi,Dwarka,193,2025-09-09 12:00:00
203,Delhi,Dwarka,372,2025-09-09 18:00:00
203,Delhi,Dwarka,124,2025-09-09 21:00:00
204,Hyderabad,Gachibowli,311,2025-09-09 07:30:00
204,Hyderabad,Gachibowli,366,2025-09-09 09:00:00
204,Hyderabad,Gachibowli,231,2025-09-09 12:00:00
204,Hyderabad,Gachibowli,350,2025-09-09 18:00:00
204,Hyderabad,Gachibowli,128,2025-09-09 21:00:00
204,Hyderabad,HiTech City,330,2025-09-09 07:30:00
204,Hyderabad,HiTech City,365,2025-09-09 09:00:00
204,Hyderabad,HiTech City,140,2025-09-09 12:00:00
204,Hyderabad,HiTech City,211,2025-09-09 18:00:00
204,Hyderabad,HiTech City,126,2025-09-09 21:00:00
204,Hyderabad,Secunderabad,257,2025-09-09 07:30:00
204,Hyderabad,Secunderabad,299,2025-09-09 09:00:00
204,Hyderabad,Secunderabad,184,2025-09-09 12:00:00
204,Hyderabad,Secunderabad,330,2025-09-09 18:00:00
204,Hyderabad,Secunderabad,176,2025-09-09 21:00:00
204,Hyderabad,Madhapur,349,2025-09-09 07:30:00
204,Hyderabad,Madhapur,347,2025-09-09 09:00:00
204,Hyderabad,Madhapur,211,2025-09-09 12:00:00
204,Hyderabad,Madhapur,286,2025-09-09 18:00:00
204,Hyderabad,Madhapur,166,2025-09-09 21:00:00
204,Hyderabad,LB Nagar,325,2025-09-09 07:30:00
204,Hyderabad,LB Nagar,369,2025-09-09 09:00:00
204,Hyderabad,LB Nagar,153,2025-09-09 12:00:00
204,Hyderabad,LB Nagar,259,2025-09-09 18:00:00
204,Hyderabad,LB Nagar,160,2025-09-09 21:00:00
205,Chennai,T Nagar,352,2025-09-09 07:30:00
205,Chennai,T Nagar,276,2025-09-09 09:00:00
205,Chennai,T Nagar,160,2025-09-09 12:00:00
205,Chennai,T Nagar,432,2025-09-09 18:00:00
205,Chennai,T Nagar,110,2025-09-09 21:00:00
205,Chennai,Velachery,427,2025-09-09 07:30:00
205,Chennai,Velachery,276,2025-09-09 09:00:00
205,Chennai,Velachery,211,2025-09-09 12:00:00
205,Chennai,Velachery,338,2025-09-09 18:00:00
205,Chennai,Velachery,155,2025-09-09 21:00:00
205,Chennai,Guindy,297,2025-09-09 07:30:00
205,Chennai,Guindy,320,2025-09-09 09:00:00
205,Chennai,Guindy,191,2025-09-09 12:00:00
205,Chennai,Guindy,295,2025-09-09 18:00:00
205,Chennai,Guindy,158,2025-09-09 21:00:00
205,Chennai,Adyar,299,2025-09-09 07:30:00
205,Chennai,Adyar,316,2025-09-09 09:00:00
205,Chennai,Adyar,155,2025-09-09 12:00:00
205,Chennai,Adyar,193,2025-09-09 18:00:00
205,Chennai,Adyar,135,2025-09-09 21:00:00
205,Chennai,Tambaram,473,2025-09-09 07:30:00
205,Chennai,Tambaram,376,2025-09-09 09:00:00
205,Chennai,Tambaram,189,2025-09-09 12:00:00
205,Chennai,Tambaram,342,2025-09-09 18:00:00
205,Chennai,Tambaram,140,2025-09-09 21:00:00
206,Pune,Shivajinagar,362,2025-09-09 07:30:00
206,Pune,Shivajinagar,259,2025-09-09 09:00:00
206,Pune,Shivajinagar,228,2025-09-09 12:00:00
206,Pune,Shivajinagar,406,2025-09-09 18:00:00
206,Pune,Shivajinagar,158,2025-09-09 21:00:00
206,Pune,Hinjewadi,356,2025-09-09 07:30:00
206,Pune,Hinjewadi,331,2025-09-09 09:00:00
206,Pune,Hinjewadi,213,2025-09-09 12:00:00
206,Pune,Hinjewadi,398,2025-09-09 18:00:00
206,Pune,Hinjewadi,131,2025-09-09 21:00:00
206,Pune,Kothrud,295,2025-09-09 07:30:00
206,Pune,Kothrud,336,2025-09-09 09:00:00
206,Pune,Kothrud,242,2025-09-09 12:00:00
206,Pune,Kothrud,279,2025-09-09 18:00:00
206,Pune,Kothrud,103,2025-09-09 21:00:00
206,Pune,Pimpri,339,2025-09-09 07:30:00
206,Pune,Pimpri,333,2025-09-09 09:00:00
206,Pune,Pimpri,195,2025-09-09 12:00:00
206,Pune,Pimpri,375,2025-09-09 18:00:00
206,Pune,Pimpri,134,2025-09-09 21:00:00
206,Pune,Wakad,418,2025-09-09 07:30:00
206,Pune,Wakad,234,2025-09-09 09:00:00
206,Pune,Wakad,161,2025-09-09 12:00:00
206,Pune,Wakad,353,2025-09-09 18:00:00
206,Pune,Wakad,98,2025-09-09 21:00:00
207,Kolkata,Howrah,319,2025-09-09 07:30:00
207,Kolkata,Howrah,428,2025-09-09 09:00:00
207,Kolkata,Howrah,190,2025-09-09 12:00:00
207,Kolkata,Howrah,374,2025-09-09 18:00:00
207,Kolkata,Howrah,108,2025-09-09 21:00:00
207,Kolkata,Esplanade,293,2025-09-09 07:30:00
207,Kolkata,Esplanade,307,2025-09-09 09:00:00
207,Kolkata,Esplanade,179,2025-09-09 12:00:00
207,Kolkata,Esplanade,443,2025-09-09 18:00:00
207,Kolkata,Esplanade,154,2025-09-09 21:00:00
207,Kolkata,Salt Lake Sector V,263,2025-09-09 07:30:00
207,Kolkata,Salt Lake Sector V,344,2025-09-09 09:00:00
207,Kolkata,Salt Lake Sector V,207,2025-09-09 12:00:00
207,Kolkata,Salt Lake Sector V,433,2025-09-09 18:00:00
207,Kolkata,Salt Lake Sector V,179,2025-09-09 21:00:00
207,Kolkata,Park Street,269,2025-09-09 07:30:00
207,Kolkata,Park Street,281,2025-09-09 09:00:00
207,Kolkata,Park Street,146,2025-09-09 12:00:00
207,Kolkata,Park Street,344,2025-09-09 18:00:00
207,Kolkata,Park Street,151,2025-09-09 21:00:00
207,Kolkata,Dumdum,388,2025-09-09 07:30:00
207,Kolkata,Dumdum,325,2025-09-09 09:00:00
207,Kolkata,Dumdum,179,2025-09-09 12:00:00
207,Kolkata,Dumdum,369,2025-09-09 18:00:00
207,Kolkata,Dumdum,118,2025-09-09 21:00:00
208,Ahmedabad,Bopal,454,2025-09-09 07:30:00
208,Ahmedabad,Bopal,234,2025-09-09 09:00:00
208,Ahmedabad,Bopal,196,2025-09-09 12:00:00
208,Ahmedabad,Bopal,491,2025-09-09 18:00:00
208,Ahmedabad,Bopal,140,2025-09-09 21:00:00
208,Ahmedabad,Maninagar,318,2025-09-09 07:30:00
208,Ahmedabad,Maninagar,308,2025-09-09 09:00:00
208,Ahmedabad,Maninagar,183,2025-09-09 12:00:00
208,Ahmedabad,Maninagar,448,2025-09-09 18:00:00
208,Ahmedabad,Maninagar,84,2025-09-09 21:00:00
208,Ahmedabad,Thaltej,421,2025-09-09 07:30:00
208,Ahmedabad,Thaltej,245,2025-09-09 09:00:00
208,Ahmedabad,Thaltej,180,2025-09-09 12:00:00
208,Ahmedabad,Thaltej,332,2025-09-09 18:00:00
208,Ahmedabad,Thaltej,154,2025-09-09 21:00:00
208,Ahmedabad,Navrangpura,235,2025-09-09 07:30:00
208,Ahmedabad,Navrangpura,357,2025-09-09 09:00:00
208,Ahmedabad,Navrangpura,259,2025-09-09 12:00:00
208,Ahmedabad,Navrangpura,271,2025-09-09 18:00:00
208,Ahmedabad,Navrangpura,144,2025-09-09 21:00:00
208,Ahmedabad,Chandkheda,290,2025-09-09 07:30:00
208,Ahmedabad,Chandkheda,355,2025-09-09 09:00:00
208,Ahmedabad,Chandkheda,190,2025-09-09 12:00:00
208,Ahmedabad,Chandkheda,318,2025-09-09 18:00:00
208,Ahmedabad,Chandkheda,152,2025-09-09 21:00:00
209,Jaipur,Tonk Road,437,2025-09-09 07:30:00
209,Jaipur,Tonk Road,318,2025-09-09 09:00:00
209,Jaipur,Tonk Road,214,2025-09-09 12:00:00
209,Jaipur,Tonk Road,276,2025-09-09 18:00:00
209,Jaipur,Tonk Road,115,2025-09-09 21:00:00
209,Jaipur,Vaishali Nagar,358,2025-09-09 07:30:00
209,Jaipur,Vaishali Nagar,418,2025-09-09 09:00:00
209,Jaipur,Vaishali Nagar,202,2025-09-09 12:00:00
209,Jaipur,Vaishali Nagar,339,2025-09-09 18:00:00
209,Jaipur,Vaishali Nagar,139,2025-09-09 21:00:00
209,Jaipur,MI Road,255,2025-09-09 07:30:00
209,Jaipur,MI Road,365,2025-09-09 09:00:00
209,Jaipur,MI Road,220,2025-09-09 12:00:00
209,Jaipur,MI Road,330,2025-09-09 18:00:00
209,Jaipur,MI Road,128,2025-09-09 21:00:00
209,Jaipur,Mansarovar,345,2025-09-09 07:30:00
209,Jaipur,Mansarovar,304,2025-09-09 09:00:00
209,Jaipur,Mansarovar,187,2025-09-09 12:00:00
209,Jaipur,Mansarovar,496,2025-09-09 18:00:00
209,Jaipur,Mansarovar,133,2025-09-09 21:00:00
209,Jaipur,Adarsh Nagar,308,2025-09-09 07:30:00
209,Jaipur,Adarsh Nagar,291,2025-09-09 09:00:00
209,Jaipur,Adarsh Nagar,215,2025-09-09 12:00:00
209,Jaipur,Adarsh Nagar,348,2025-09-09 18:00:00
209,Jaipur,Adarsh Nagar,123,2025-09-09 21:00:00
210,Lucknow,Hazratganj,408,2025-09-09 07:30:00
210,Lucknow,Hazratganj,414,2025-09-09 09:00:00
210,Lucknow,Hazratganj,169,2025-09-09 12:00:00
210,Lucknow,Hazratganj,239,2025-09-09 18:00:00
210,Lucknow,Hazratganj,165,2025-09-09 21:00:00
210,Lucknow,Gomti Nagar,289,2025-09-09 07:30:00
210,Lucknow,Gomti Nagar,376,2025-09-09 09:00:00
210,Lucknow,Gomti Nagar,122,2025-09-09 12:00:00
210,Lucknow,Gomti Nagar,417,2025-09-09 18:00:00
210,Lucknow,Gomti Nagar,109,2025-09-09 21:00:00
210,Lucknow,Charbagh,373,2025-09-09 07:30:00
210,Lucknow,Charbagh,330,2025-09-09 09:00:00
210,Lucknow,Charbagh,157,2025-09-09 12:00:00
210,Lucknow,Charbagh,333,2025-09-09 18:00:00
210,Lucknow,Charbagh,157,2025-09-09 21:00:00
210,Lucknow,Alambagh,336,2025-09-09 07:30:00
210,Lucknow,Alambagh,364,2025-09-09 09:00:00
210,Lucknow,Alambagh,257,2025-09-09 12:00:00
210,Lucknow,Alambagh,258,2025-09-09 18:00:00
210,Lucknow,Alambagh,180,2025-09-09 21:00:00
210,Lucknow,Indira Nagar,336,2025-09-09 07:30:00
210,Lucknow,Indira Nagar,276,2025-09-09 09:00:00
210,Lucknow,Indira Nagar,144,2025-09-09 12:00:00
210,Lucknow,Indira Nagar,347,2025-09-09 18:00:00
210,Lucknow,Indira Nagar,163,2025-09-09 21:00:00
201,Bengaluru,Silk Board,322,2025-09-10 07:30:00
201,Bengaluru,Silk Board,419,2025-09-10 09:00:00
201,Bengaluru,Silk Board,140,2025-09-10 12:00:00
201,Bengaluru,Silk Board,359,2025-09-10 18:00:00
201,Bengaluru,Silk Board,108,2025-09-10 21:00:00
201,Bengaluru,Marathahalli,351,2025-09-10 07:30:00
201,Bengaluru,Marathahalli,382,2025-09-10 09:00:00
201,Bengaluru,Marathahalli,175,2025-09-10 12:00:00
201,Bengaluru,Marathahalli,191,2025-09-10 18:00:00
201,Bengaluru,Marathahalli,145,2025-09-10 21:00:00
201,Bengaluru,Majestic,355,2025-09-10 07:30:00
201,Bengaluru,Majestic,354,2025-09-10 09:00:00
201,Bengaluru,Majestic,232,2025-09-10 12:00:00
201,Bengaluru,Majestic,290,2025-09-10 18:00:00
201,Bengaluru,Majestic,157,2025-09-10 21:00:00
201,Bengaluru,K R Market,400,2025-09-10 07:30:00
201,Bengaluru,K R Market,224,2025-09-10 09:00:00
201,Bengaluru,K R Market,200,2025-09-10 12:00:00
201,Bengaluru,K R Market,327,2025-09-10 18:00:00
201,Bengaluru,K R Market,137,2025-09-10 21:00:00
201,Bengaluru,Hebbal,350,2025-09-10 07:30:00
201,Bengaluru,Hebbal,301,2025-09-10 09:00:00
201,Bengaluru,Hebbal,166,2025-09-10 12:00:00
201,Bengaluru,Hebbal,362,2025-09-10 18:00:00
201,Bengaluru,Hebbal,112,2025-09-10 21:00:00
202,Mumbai,Andheri West,265,2025-09-10 07:30:00
202,Mumbai,Andheri West,370,2025-09-10 09:00:00
202,Mumbai,Andheri West,150,2025-09-10 12:00:00
202,Mumbai,Andheri West,403,2025-09-10 18:00:00
202,Mumbai,Andheri West,151,2025-09-10 21:00:00
202,Mumbai,Bandra East,227,2025-09-10 07:30:00
202,Mumbai,Bandra East,289,2025-09-10 09:00:00
202,Mumbai,Bandra East,230,2025-09-10 12:00:00
202,Mumbai,Bandra East,296,2025-09-10 18:00:00
202,Mumbai,Bandra East,128,2025-09-10 21:00:00
202,Mumbai,Kurla,357,2025-09-10 07:30:00
202,Mumbai,Kurla,376,2025-09-10 09:00:00
202,Mumbai,Kurla,181,2025-09-10 12:00:00
202,Mumbai,Kurla,321,2025-09-10 18:00:00
202,Mumbai,Kurla,175,2025-09-10 21:00:00
202,Mumbai,Powai,433,2025-09-10 07:30:00
202,Mumbai,Powai,388,2025-09-10 09:00:00
202,Mumbai,Powai,192,2025-09-10 12:00:00
202,Mumbai,Powai,307,2025-09-10 18:00:00
202,Mumbai,Powai,119,2025-09-10 21:00:00
202,Mumbai,Sion,361,2025-09-10 07:30:00
202,Mumbai,Sion,354,2025-09-10 09:00:00
202,Mumbai,Sion,237,2025-09-10 12:00:00
202,Mumbai,Sion,402,2025-09-10 18:00:00
